,height,width,xmin,ymin,xmax,ymax,label
7679.png,18.0,8.0,30.0,4.0,38.0,22.0,4.0
7680.png,16.0,9.0,13.0,1.0,22.0,17.0,2.0
7680.png,16.0,6.0,23.0,1.0,29.0,17.0,1.0
7680.png,16.0,8.0,30.0,2.0,38.0,18.0,6.0
7681.png,23.0,9.0,25.0,6.0,34.0,29.0,1.0
7681.png,23.0,13.0,37.0,6.0,50.0,29.0,4.0
7681.png,23.0,14.0,50.0,6.0,64.0,29.0,3.0
7682.png,49.0,25.0,159.0,52.0,184.0,101.0,1.0
7682.png,49.0,19.0,175.0,50.0,194.0,99.0,6.0
7682.png,49.0,18.0,189.0,39.0,207.0,88.0,4.0
7683.png,21.0,16.0,50.0,12.0,66.0,33.0,4.0
7684.png,43.0,23.0,84.0,19.0,107.0,62.0,5.0
7684.png,43.0,29.0,110.0,36.0,139.0,79.0,10.0
7685.png,39.0,16.0,34.0,3.0,50.0,42.0,2.0
7685.png,39.0,18.0,49.0,1.0,67.0,40.0,6.0
7685.png,39.0,15.0,66.0,1.0,81.0,40.0,9.0
7686.png,38.0,13.0,34.0,7.0,47.0,45.0,1.0
7686.png,38.0,18.0,50.0,8.0,68.0,46.0,7.0
7687.png,39.0,22.0,50.0,15.0,72.0,54.0,1.0
7687.png,39.0,32.0,74.0,16.0,106.0,55.0,8.0
7687.png,39.0,33.0,111.0,11.0,144.0,50.0,5.0
7688.png,59.0,18.0,59.0,7.0,77.0,66.0,1.0
7688.png,59.0,25.0,76.0,4.0,101.0,63.0,10.0
7688.png,59.0,19.0,99.0,6.0,118.0,65.0,1.0
7689.png,23.0,5.0,25.0,4.0,30.0,27.0,4.0
7689.png,23.0,10.0,32.0,2.0,42.0,25.0,8.0
7690.png,38.0,9.0,43.0,7.0,52.0,45.0,1.0
7691.png,48.0,24.0,52.0,8.0,76.0,56.0,2.0
7691.png,48.0,24.0,73.0,8.0,97.0,56.0,2.0
7692.png,51.0,29.0,71.0,19.0,100.0,70.0,7.0
7692.png,51.0,25.0,101.0,16.0,126.0,67.0,8.0
7693.png,54.0,30.0,133.0,34.0,163.0,88.0,8.0
7694.png,24.0,8.0,31.0,6.0,39.0,30.0,1.0
7694.png,24.0,13.0,40.0,6.0,53.0,30.0,4.0
7694.png,24.0,14.0,52.0,8.0,66.0,32.0,10.0
7695.png,28.0,19.0,49.0,8.0,68.0,36.0,3.0
7696.png,137.0,26.0,130.0,26.0,156.0,163.0,1.0
7696.png,137.0,61.0,156.0,35.0,217.0,172.0,3.0
7697.png,18.0,7.0,22.0,4.0,29.0,22.0,2.0
7697.png,18.0,7.0,28.0,4.0,35.0,22.0,4.0
7698.png,60.0,35.0,59.0,13.0,94.0,73.0,5.0
7698.png,60.0,43.0,89.0,11.0,132.0,71.0,4.0
7699.png,13.0,9.0,11.0,1.0,20.0,14.0,2.0
7699.png,13.0,7.0,21.0,1.0,28.0,14.0,6.0
7699.png,13.0,7.0,28.0,2.0,35.0,15.0,9.0
7699.png,13.0,8.0,37.0,1.0,45.0,14.0,5.0
7700.png,22.0,11.0,64.0,32.0,75.0,54.0,3.0
7700.png,22.0,11.0,76.0,33.0,87.0,55.0,10.0
7700.png,22.0,10.0,87.0,33.0,97.0,55.0,2.0
7701.png,28.0,18.0,18.0,1.0,36.0,29.0,2.0
7701.png,28.0,19.0,32.0,2.0,51.0,30.0,4.0
7702.png,27.0,10.0,68.0,22.0,78.0,49.0,4.0
7702.png,27.0,11.0,78.0,21.0,89.0,48.0,10.0
7702.png,27.0,11.0,88.0,18.0,99.0,45.0,9.0
7703.png,29.0,14.0,32.0,6.0,46.0,35.0,3.0
7703.png,29.0,9.0,47.0,8.0,56.0,37.0,7.0
7704.png,18.0,11.0,22.0,6.0,33.0,24.0,2.0
7704.png,18.0,10.0,34.0,5.0,44.0,23.0,1.0
7704.png,18.0,14.0,42.0,4.0,56.0,22.0,6.0
7704.png,18.0,11.0,56.0,5.0,67.0,23.0,6.0
7705.png,98.0,52.0,88.0,21.0,140.0,119.0,2.0
7705.png,98.0,57.0,132.0,11.0,189.0,109.0,8.0
7706.png,33.0,20.0,50.0,29.0,70.0,62.0,4.0
7706.png,33.0,16.0,68.0,23.0,84.0,56.0,4.0
7706.png,33.0,20.0,79.0,10.0,99.0,43.0,7.0
7707.png,46.0,16.0,48.0,11.0,64.0,57.0,4.0
7708.png,25.0,17.0,88.0,31.0,105.0,56.0,2.0
7708.png,25.0,12.0,102.0,32.0,114.0,57.0,9.0
7708.png,25.0,12.0,116.0,36.0,128.0,61.0,7.0
7709.png,24.0,16.0,30.0,6.0,46.0,30.0,3.0
7709.png,24.0,15.0,45.0,6.0,60.0,30.0,10.0
7710.png,31.0,14.0,147.0,39.0,161.0,70.0,4.0
7710.png,31.0,16.0,158.0,39.0,174.0,70.0,2.0
7710.png,31.0,16.0,172.0,36.0,188.0,67.0,8.0
7711.png,27.0,17.0,30.0,7.0,47.0,34.0,6.0
7711.png,27.0,15.0,48.0,6.0,63.0,33.0,7.0
7712.png,19.0,11.0,20.0,3.0,31.0,22.0,4.0
7712.png,19.0,9.0,30.0,2.0,39.0,21.0,10.0
7713.png,35.0,15.0,34.0,6.0,49.0,41.0,7.0
7713.png,35.0,16.0,47.0,6.0,63.0,41.0,6.0
7714.png,34.0,20.0,55.0,20.0,75.0,54.0,4.0
7714.png,34.0,22.0,77.0,16.0,99.0,50.0,6.0
7715.png,25.0,15.0,23.0,3.0,38.0,28.0,7.0
7716.png,38.0,15.0,36.0,7.0,51.0,45.0,1.0
7717.png,19.0,10.0,28.0,8.0,38.0,27.0,4.0
7717.png,19.0,8.0,36.0,9.0,44.0,28.0,9.0
7718.png,27.0,10.0,35.0,11.0,45.0,38.0,1.0
7718.png,27.0,10.0,46.0,12.0,56.0,39.0,5.0
7719.png,19.0,6.0,71.0,23.0,77.0,42.0,1.0
7719.png,19.0,9.0,79.0,22.0,88.0,41.0,6.0
7719.png,19.0,8.0,88.0,23.0,96.0,42.0,1.0
7720.png,20.0,11.0,26.0,2.0,37.0,22.0,5.0
7721.png,28.0,18.0,55.0,10.0,73.0,38.0,4.0
7721.png,28.0,12.0,71.0,8.0,83.0,36.0,7.0
7721.png,28.0,17.0,84.0,7.0,101.0,35.0,1.0
7722.png,68.0,24.0,91.0,13.0,115.0,81.0,2.0
7722.png,68.0,24.0,133.0,14.0,157.0,82.0,8.0
7722.png,68.0,15.0,163.0,15.0,178.0,83.0,3.0
7722.png,68.0,28.0,186.0,22.0,214.0,90.0,10.0
7723.png,11.0,7.0,11.0,3.0,18.0,14.0,1.0
7723.png,11.0,5.0,19.0,3.0,24.0,14.0,2.0
7723.png,11.0,4.0,25.0,4.0,29.0,15.0,5.0
7723.png,11.0,6.0,31.0,4.0,37.0,15.0,5.0
7724.png,15.0,5.0,15.0,2.0,20.0,17.0,1.0
7724.png,15.0,7.0,21.0,2.0,28.0,17.0,8.0
7725.png,13.0,4.0,16.0,1.0,20.0,14.0,1.0
7725.png,13.0,9.0,22.0,1.0,31.0,14.0,10.0
7726.png,63.0,29.0,49.0,4.0,78.0,67.0,4.0
7726.png,63.0,25.0,75.0,6.0,100.0,69.0,10.0
7727.png,26.0,16.0,24.0,3.0,40.0,29.0,4.0
7727.png,26.0,13.0,39.0,2.0,52.0,28.0,3.0
7728.png,161.0,84.0,159.0,27.0,243.0,188.0,1.0
7728.png,161.0,89.0,243.0,31.0,332.0,192.0,1.0
7728.png,161.0,95.0,336.0,22.0,431.0,183.0,9.0
7729.png,24.0,10.0,29.0,4.0,39.0,28.0,1.0
7729.png,24.0,13.0,39.0,4.0,52.0,28.0,10.0
7729.png,24.0,14.0,53.0,5.0,67.0,29.0,2.0
7730.png,27.0,7.0,43.0,12.0,50.0,39.0,1.0
7731.png,24.0,8.0,54.0,18.0,62.0,42.0,4.0
7731.png,24.0,9.0,63.0,16.0,72.0,40.0,3.0
7732.png,38.0,15.0,39.0,7.0,54.0,45.0,8.0
7732.png,38.0,13.0,51.0,5.0,64.0,43.0,5.0
7733.png,34.0,16.0,45.0,15.0,61.0,49.0,1.0
7733.png,34.0,18.0,61.0,17.0,79.0,51.0,2.0
7733.png,34.0,19.0,79.0,21.0,98.0,55.0,10.0
7734.png,35.0,22.0,33.0,7.0,55.0,42.0,1.0
7734.png,35.0,18.0,55.0,7.0,73.0,42.0,1.0
7735.png,22.0,14.0,29.0,5.0,43.0,27.0,9.0
7735.png,22.0,12.0,43.0,4.0,55.0,26.0,8.0
7736.png,24.0,12.0,22.0,1.0,34.0,25.0,6.0
7736.png,24.0,12.0,34.0,3.0,46.0,27.0,7.0
7737.png,53.0,27.0,166.0,18.0,193.0,71.0,7.0
7738.png,13.0,7.0,14.0,2.0,21.0,15.0,4.0
7738.png,13.0,7.0,22.0,1.0,29.0,14.0,9.0
7738.png,13.0,8.0,30.0,1.0,38.0,14.0,8.0
7739.png,60.0,31.0,45.0,3.0,76.0,63.0,3.0
7739.png,60.0,32.0,78.0,6.0,110.0,66.0,10.0
7740.png,15.0,5.0,24.0,4.0,29.0,19.0,2.0
7740.png,15.0,3.0,30.0,3.0,33.0,18.0,1.0
7740.png,15.0,6.0,35.0,4.0,41.0,19.0,2.0
7741.png,32.0,12.0,30.0,4.0,42.0,36.0,5.0
7741.png,32.0,16.0,39.0,6.0,55.0,38.0,3.0
7742.png,16.0,5.0,17.0,1.0,22.0,17.0,4.0
7742.png,16.0,5.0,22.0,1.0,27.0,17.0,7.0
7743.png,35.0,20.0,54.0,11.0,74.0,46.0,6.0
7743.png,35.0,11.0,84.0,14.0,95.0,49.0,1.0
7744.png,29.0,10.0,28.0,7.0,38.0,36.0,1.0
7744.png,29.0,11.0,38.0,7.0,49.0,36.0,6.0
7744.png,29.0,12.0,50.0,7.0,62.0,36.0,9.0
7745.png,31.0,14.0,13.0,41.0,27.0,72.0,2.0
7745.png,31.0,14.0,26.0,29.0,40.0,60.0,9.0
7745.png,31.0,17.0,38.0,15.0,55.0,46.0,3.0
7746.png,47.0,31.0,190.0,108.0,221.0,155.0,2.0
7746.png,47.0,23.0,218.0,111.0,241.0,158.0,9.0
7746.png,47.0,20.0,241.0,112.0,261.0,159.0,10.0
7747.png,28.0,21.0,55.0,14.0,76.0,42.0,2.0
7748.png,40.0,15.0,32.0,4.0,47.0,44.0,4.0
7748.png,40.0,11.0,48.0,3.0,59.0,43.0,3.0
7749.png,26.0,16.0,40.0,13.0,56.0,39.0,2.0
7749.png,26.0,8.0,57.0,9.0,65.0,35.0,1.0
7749.png,26.0,15.0,66.0,11.0,81.0,37.0,5.0
7750.png,27.0,17.0,78.0,21.0,95.0,48.0,9.0
7750.png,27.0,11.0,96.0,22.0,107.0,49.0,6.0
7751.png,30.0,16.0,55.0,33.0,71.0,63.0,1.0
7751.png,30.0,15.0,68.0,31.0,83.0,61.0,4.0
7751.png,30.0,19.0,79.0,33.0,98.0,63.0,8.0
7752.png,12.0,7.0,9.0,1.0,16.0,13.0,1.0
7752.png,12.0,9.0,17.0,1.0,26.0,13.0,3.0
7753.png,29.0,18.0,150.0,35.0,168.0,64.0,9.0
7753.png,29.0,15.0,163.0,37.0,178.0,66.0,8.0
7753.png,29.0,15.0,173.0,37.0,188.0,66.0,7.0
7754.png,34.0,19.0,32.0,4.0,51.0,38.0,5.0
7755.png,44.0,12.0,51.0,4.0,63.0,48.0,2.0
7755.png,44.0,16.0,61.0,28.0,77.0,72.0,10.0
7756.png,41.0,16.0,39.0,8.0,55.0,49.0,2.0
7756.png,41.0,15.0,57.0,7.0,72.0,48.0,5.0
7757.png,32.0,19.0,35.0,7.0,54.0,39.0,4.0
7757.png,32.0,19.0,52.0,6.0,71.0,38.0,7.0
7758.png,45.0,28.0,35.0,7.0,63.0,52.0,1.0
7758.png,45.0,22.0,59.0,7.0,81.0,52.0,9.0
7759.png,21.0,9.0,24.0,6.0,33.0,27.0,4.0
7759.png,21.0,11.0,33.0,5.0,44.0,26.0,2.0
7760.png,20.0,14.0,26.0,6.0,40.0,26.0,2.0
7760.png,20.0,13.0,41.0,5.0,54.0,25.0,4.0
7761.png,29.0,10.0,29.0,4.0,39.0,33.0,6.0
7761.png,29.0,11.0,40.0,5.0,51.0,34.0,3.0
7762.png,22.0,7.0,31.0,8.0,38.0,30.0,1.0
7762.png,22.0,7.0,38.0,6.0,45.0,28.0,7.0
7762.png,22.0,10.0,44.0,7.0,54.0,29.0,8.0
7763.png,26.0,13.0,25.0,4.0,38.0,30.0,1.0
7763.png,26.0,16.0,34.0,1.0,50.0,27.0,3.0
7764.png,29.0,11.0,27.0,6.0,38.0,35.0,2.0
7764.png,29.0,12.0,37.0,5.0,49.0,34.0,10.0
7764.png,29.0,11.0,47.0,7.0,58.0,36.0,9.0
7765.png,18.0,14.0,31.0,15.0,45.0,33.0,6.0
7765.png,18.0,10.0,44.0,14.0,54.0,32.0,8.0
7766.png,53.0,20.0,97.0,21.0,117.0,74.0,4.0
7766.png,53.0,17.0,114.0,23.0,131.0,76.0,9.0
7767.png,34.0,11.0,44.0,7.0,55.0,41.0,1.0
7768.png,21.0,11.0,20.0,2.0,31.0,23.0,8.0
7768.png,21.0,8.0,30.0,2.0,38.0,23.0,3.0
7769.png,34.0,14.0,31.0,7.0,45.0,41.0,7.0
7769.png,34.0,21.0,48.0,4.0,69.0,38.0,5.0
7770.png,40.0,12.0,44.0,6.0,56.0,46.0,3.0
7770.png,40.0,12.0,53.0,5.0,65.0,45.0,8.0
7770.png,40.0,9.0,64.0,6.0,73.0,46.0,1.0
7771.png,20.0,9.0,32.0,5.0,41.0,25.0,1.0
7771.png,20.0,13.0,41.0,7.0,54.0,27.0,5.0
7772.png,34.0,15.0,38.0,8.0,53.0,42.0,7.0
7773.png,16.0,5.0,15.0,4.0,20.0,20.0,1.0
7773.png,16.0,7.0,19.0,3.0,26.0,19.0,3.0
7773.png,16.0,7.0,26.0,4.0,33.0,20.0,3.0
7774.png,29.0,7.0,29.0,5.0,36.0,34.0,1.0
7774.png,29.0,15.0,35.0,3.0,50.0,32.0,10.0
7775.png,38.0,13.0,30.0,1.0,43.0,39.0,9.0
7775.png,38.0,16.0,41.0,1.0,57.0,39.0,10.0
7776.png,37.0,12.0,37.0,8.0,49.0,45.0,1.0
7776.png,37.0,11.0,48.0,8.0,59.0,45.0,1.0
7777.png,42.0,13.0,27.0,3.0,40.0,45.0,1.0
7777.png,42.0,18.0,39.0,2.0,57.0,44.0,10.0
7777.png,42.0,19.0,59.0,1.0,78.0,43.0,7.0
7778.png,24.0,6.0,26.0,3.0,32.0,27.0,2.0
7778.png,24.0,9.0,35.0,3.0,44.0,27.0,2.0
7779.png,47.0,27.0,43.0,5.0,70.0,52.0,2.0
7779.png,47.0,27.0,69.0,4.0,96.0,51.0,5.0
7780.png,38.0,19.0,35.0,9.0,54.0,47.0,9.0
7780.png,38.0,18.0,55.0,6.0,73.0,44.0,7.0
7781.png,17.0,7.0,31.0,9.0,38.0,26.0,1.0
7781.png,17.0,8.0,38.0,9.0,46.0,26.0,2.0
7782.png,23.0,10.0,30.0,7.0,40.0,30.0,9.0
7783.png,24.0,7.0,26.0,5.0,33.0,29.0,5.0
7783.png,24.0,7.0,32.0,6.0,39.0,30.0,4.0
7783.png,24.0,8.0,39.0,6.0,47.0,30.0,2.0
7784.png,17.0,7.0,18.0,1.0,25.0,18.0,1.0
7784.png,17.0,8.0,23.0,2.0,31.0,19.0,3.0
7784.png,17.0,10.0,31.0,2.0,41.0,19.0,4.0
7785.png,41.0,19.0,106.0,16.0,125.0,57.0,2.0
7785.png,41.0,16.0,125.0,19.0,141.0,60.0,10.0
7785.png,41.0,19.0,143.0,12.0,162.0,53.0,7.0
7786.png,60.0,28.0,48.0,4.0,76.0,64.0,5.0
7786.png,60.0,33.0,74.0,6.0,107.0,66.0,3.0
7787.png,18.0,5.0,15.0,8.0,20.0,26.0,1.0
7787.png,18.0,6.0,20.0,7.0,26.0,25.0,9.0
7787.png,18.0,7.0,26.0,7.0,33.0,25.0,4.0
7788.png,40.0,10.0,39.0,10.0,49.0,50.0,1.0
7788.png,40.0,14.0,49.0,8.0,63.0,48.0,9.0
7789.png,16.0,9.0,19.0,3.0,28.0,19.0,2.0
7790.png,28.0,19.0,44.0,14.0,63.0,42.0,5.0
7790.png,28.0,10.0,61.0,12.0,71.0,40.0,1.0
7790.png,28.0,18.0,71.0,7.0,89.0,35.0,3.0
7791.png,17.0,5.0,20.0,2.0,25.0,19.0,1.0
7791.png,17.0,6.0,26.0,3.0,32.0,20.0,8.0
7791.png,17.0,6.0,33.0,2.0,39.0,19.0,7.0
7791.png,17.0,5.0,40.0,2.0,45.0,19.0,1.0
7792.png,31.0,21.0,86.0,29.0,107.0,60.0,2.0
7792.png,31.0,20.0,108.0,26.0,128.0,57.0,5.0
7793.png,19.0,9.0,6.0,8.0,15.0,27.0,5.0
7793.png,19.0,9.0,16.0,8.0,25.0,27.0,3.0
7793.png,19.0,9.0,25.0,8.0,34.0,27.0,1.0
7794.png,60.0,25.0,58.0,6.0,83.0,66.0,2.0
7794.png,60.0,12.0,86.0,15.0,98.0,75.0,1.0
7795.png,46.0,19.0,108.0,26.0,127.0,72.0,4.0
7795.png,46.0,22.0,129.0,24.0,151.0,70.0,5.0
7795.png,46.0,21.0,151.0,17.0,172.0,63.0,5.0
7796.png,49.0,29.0,87.0,44.0,116.0,93.0,5.0
7796.png,49.0,34.0,104.0,39.0,138.0,88.0,5.0
7797.png,44.0,24.0,95.0,69.0,119.0,113.0,1.0
7797.png,44.0,15.0,111.0,56.0,126.0,100.0,10.0
7797.png,44.0,31.0,122.0,36.0,153.0,80.0,3.0
7798.png,18.0,8.0,17.0,3.0,25.0,21.0,4.0
7798.png,18.0,8.0,25.0,2.0,33.0,20.0,4.0
7799.png,25.0,7.0,27.0,4.0,34.0,29.0,1.0
7799.png,25.0,7.0,36.0,6.0,43.0,31.0,1.0
7800.png,13.0,5.0,16.0,3.0,21.0,16.0,2.0
7800.png,13.0,6.0,21.0,2.0,27.0,15.0,5.0
7801.png,17.0,6.0,14.0,1.0,20.0,18.0,1.0
7801.png,17.0,8.0,21.0,1.0,29.0,18.0,5.0
7801.png,17.0,8.0,29.0,1.0,37.0,18.0,1.0
7802.png,24.0,13.0,44.0,15.0,57.0,39.0,2.0
7802.png,24.0,14.0,57.0,15.0,71.0,39.0,10.0
7803.png,27.0,12.0,23.0,1.0,35.0,28.0,3.0
7803.png,27.0,10.0,35.0,1.0,45.0,28.0,4.0
7804.png,17.0,7.0,22.0,5.0,29.0,22.0,5.0
7804.png,17.0,8.0,29.0,5.0,37.0,22.0,7.0
7805.png,30.0,17.0,27.0,1.0,44.0,31.0,3.0
7805.png,30.0,13.0,46.0,4.0,59.0,34.0,5.0
7806.png,28.0,14.0,68.0,18.0,82.0,46.0,9.0
7806.png,28.0,12.0,86.0,19.0,98.0,47.0,9.0
7807.png,27.0,16.0,25.0,4.0,41.0,31.0,4.0
7807.png,27.0,12.0,40.0,4.0,52.0,31.0,3.0
7808.png,107.0,34.0,136.0,40.0,170.0,147.0,1.0
7808.png,107.0,43.0,176.0,28.0,219.0,135.0,1.0
7809.png,14.0,5.0,18.0,5.0,23.0,19.0,2.0
7809.png,14.0,5.0,24.0,5.0,29.0,19.0,2.0
7810.png,38.0,21.0,41.0,4.0,62.0,42.0,6.0
7810.png,38.0,19.0,63.0,6.0,82.0,44.0,4.0
7811.png,23.0,10.0,22.0,2.0,32.0,25.0,2.0
7811.png,23.0,12.0,30.0,2.0,42.0,25.0,2.0
7811.png,23.0,12.0,39.0,1.0,51.0,24.0,3.0
7812.png,18.0,8.0,16.0,2.0,24.0,20.0,2.0
7812.png,18.0,6.0,24.0,1.0,30.0,19.0,9.0
7812.png,18.0,8.0,30.0,1.0,38.0,19.0,2.0
7813.png,55.0,33.0,90.0,32.0,123.0,87.0,2.0
7813.png,55.0,32.0,119.0,29.0,151.0,84.0,2.0
7813.png,55.0,35.0,145.0,21.0,180.0,76.0,5.0
7814.png,43.0,22.0,62.0,41.0,84.0,84.0,1.0
7814.png,43.0,17.0,82.0,26.0,99.0,69.0,3.0
7814.png,43.0,27.0,97.0,10.0,124.0,53.0,9.0
7815.png,26.0,15.0,30.0,4.0,45.0,30.0,6.0
7816.png,62.0,29.0,61.0,11.0,90.0,73.0,5.0
7816.png,62.0,28.0,94.0,9.0,122.0,71.0,8.0
7817.png,24.0,9.0,24.0,1.0,33.0,25.0,2.0
7817.png,24.0,10.0,32.0,2.0,42.0,26.0,9.0
7817.png,24.0,10.0,40.0,3.0,50.0,27.0,5.0
7818.png,38.0,16.0,33.0,6.0,49.0,44.0,2.0
7818.png,38.0,15.0,49.0,4.0,64.0,42.0,1.0
7819.png,23.0,10.0,37.0,23.0,47.0,46.0,1.0
7819.png,23.0,13.0,44.0,19.0,57.0,42.0,4.0
7819.png,23.0,12.0,52.0,11.0,64.0,34.0,7.0
7819.png,23.0,16.0,62.0,5.0,78.0,28.0,8.0
7820.png,41.0,20.0,27.0,6.0,47.0,47.0,2.0
7820.png,41.0,21.0,44.0,3.0,65.0,44.0,8.0
7821.png,24.0,12.0,47.0,10.0,59.0,34.0,1.0
7821.png,24.0,10.0,58.0,8.0,68.0,32.0,1.0
7821.png,24.0,15.0,68.0,8.0,83.0,32.0,2.0
7822.png,35.0,21.0,54.0,17.0,75.0,52.0,6.0
7822.png,35.0,23.0,78.0,16.0,101.0,51.0,6.0
7823.png,43.0,15.0,99.0,54.0,114.0,97.0,1.0
7823.png,43.0,32.0,109.0,43.0,141.0,86.0,7.0
7823.png,43.0,23.0,136.0,34.0,159.0,77.0,2.0
7824.png,83.0,34.0,93.0,38.0,127.0,121.0,1.0
7824.png,83.0,25.0,120.0,23.0,145.0,106.0,2.0
7824.png,83.0,29.0,139.0,17.0,168.0,100.0,7.0
7825.png,11.0,4.0,13.0,1.0,17.0,12.0,1.0
7825.png,11.0,7.0,16.0,1.0,23.0,12.0,8.0
7825.png,11.0,7.0,23.0,1.0,30.0,12.0,4.0
7825.png,11.0,7.0,30.0,1.0,37.0,12.0,2.0
7826.png,35.0,20.0,41.0,8.0,61.0,43.0,3.0
7826.png,35.0,18.0,61.0,8.0,79.0,43.0,7.0
7826.png,35.0,22.0,77.0,9.0,99.0,44.0,2.0
7827.png,37.0,23.0,100.0,59.0,123.0,96.0,4.0
7827.png,37.0,23.0,111.0,59.0,134.0,96.0,1.0
7827.png,37.0,22.0,123.0,59.0,145.0,96.0,8.0
7828.png,19.0,11.0,21.0,4.0,32.0,23.0,8.0
7828.png,19.0,5.0,33.0,3.0,38.0,22.0,10.0
7829.png,38.0,21.0,36.0,5.0,57.0,43.0,6.0
7830.png,26.0,11.0,30.0,6.0,41.0,32.0,2.0
7830.png,26.0,14.0,41.0,4.0,55.0,30.0,6.0
7831.png,37.0,30.0,64.0,31.0,94.0,68.0,7.0
7831.png,37.0,33.0,85.0,14.0,118.0,51.0,5.0
7832.png,20.0,9.0,24.0,5.0,33.0,25.0,8.0
7832.png,20.0,8.0,31.0,6.0,39.0,26.0,8.0
7833.png,14.0,6.0,15.0,3.0,21.0,17.0,1.0
7833.png,14.0,8.0,22.0,2.0,30.0,16.0,8.0
7834.png,52.0,36.0,75.0,16.0,111.0,68.0,3.0
7834.png,52.0,34.0,112.0,19.0,146.0,71.0,5.0
7834.png,52.0,32.0,148.0,21.0,180.0,73.0,7.0
7835.png,59.0,44.0,59.0,10.0,103.0,69.0,5.0
7836.png,15.0,7.0,16.0,1.0,23.0,16.0,1.0
7836.png,15.0,10.0,25.0,2.0,35.0,17.0,3.0
7836.png,15.0,9.0,39.0,2.0,48.0,17.0,2.0
7836.png,15.0,10.0,53.0,2.0,63.0,17.0,10.0
7837.png,29.0,19.0,24.0,1.0,43.0,30.0,2.0
7837.png,29.0,14.0,40.0,1.0,54.0,30.0,7.0
7838.png,34.0,26.0,27.0,1.0,53.0,35.0,1.0
7838.png,34.0,32.0,53.0,1.0,85.0,35.0,8.0
7839.png,28.0,11.0,54.0,10.0,65.0,38.0,1.0
7839.png,28.0,9.0,67.0,9.0,76.0,37.0,1.0
7840.png,30.0,16.0,47.0,10.0,63.0,40.0,8.0
7840.png,30.0,17.0,62.0,14.0,79.0,44.0,9.0
7840.png,30.0,12.0,78.0,13.0,90.0,43.0,1.0
7841.png,25.0,6.0,42.0,13.0,48.0,38.0,1.0
7841.png,25.0,9.0,48.0,14.0,57.0,39.0,8.0
7841.png,25.0,10.0,58.0,15.0,68.0,40.0,6.0
7842.png,29.0,5.0,33.0,4.0,38.0,33.0,1.0
7842.png,29.0,8.0,38.0,7.0,46.0,36.0,4.0
7842.png,29.0,15.0,48.0,7.0,63.0,36.0,4.0
7843.png,108.0,59.0,109.0,20.0,168.0,128.0,3.0
7843.png,108.0,55.0,166.0,34.0,221.0,142.0,4.0
7844.png,44.0,17.0,65.0,16.0,82.0,60.0,2.0
7845.png,24.0,10.0,35.0,9.0,45.0,33.0,3.0
7846.png,36.0,19.0,35.0,5.0,54.0,41.0,6.0
7847.png,26.0,15.0,26.0,3.0,41.0,29.0,7.0
7847.png,26.0,16.0,43.0,3.0,59.0,29.0,7.0
7848.png,33.0,9.0,34.0,7.0,43.0,40.0,1.0
7848.png,33.0,15.0,42.0,8.0,57.0,41.0,2.0
7848.png,33.0,15.0,56.0,7.0,71.0,40.0,3.0
7849.png,22.0,10.0,18.0,1.0,28.0,23.0,3.0
7849.png,22.0,5.0,30.0,3.0,35.0,25.0,1.0
7850.png,40.0,15.0,33.0,1.0,48.0,41.0,9.0
7850.png,40.0,16.0,51.0,6.0,67.0,46.0,8.0
7851.png,20.0,13.0,20.0,3.0,33.0,23.0,6.0
7851.png,20.0,15.0,34.0,2.0,49.0,22.0,7.0
7852.png,46.0,19.0,48.0,13.0,67.0,59.0,1.0
7852.png,46.0,19.0,68.0,13.0,87.0,59.0,1.0
7853.png,29.0,13.0,60.0,21.0,73.0,50.0,1.0
7853.png,29.0,13.0,79.0,19.0,92.0,48.0,1.0
7853.png,29.0,18.0,95.0,20.0,113.0,49.0,8.0
7854.png,16.0,8.0,23.0,7.0,31.0,23.0,2.0
7854.png,16.0,7.0,29.0,8.0,36.0,24.0,1.0
7855.png,31.0,11.0,49.0,9.0,60.0,40.0,2.0
7855.png,31.0,17.0,63.0,15.0,80.0,46.0,10.0
7856.png,38.0,12.0,44.0,10.0,56.0,48.0,2.0
7856.png,38.0,13.0,54.0,6.0,67.0,44.0,2.0
7857.png,29.0,16.0,33.0,2.0,49.0,31.0,7.0
7857.png,29.0,17.0,52.0,1.0,69.0,30.0,6.0
7858.png,38.0,10.0,49.0,8.0,59.0,46.0,1.0
7858.png,38.0,14.0,60.0,12.0,74.0,50.0,9.0
7859.png,48.0,14.0,58.0,9.0,72.0,57.0,1.0
7859.png,48.0,23.0,72.0,13.0,95.0,61.0,2.0
7860.png,66.0,36.0,77.0,17.0,113.0,83.0,3.0
7860.png,66.0,33.0,109.0,14.0,142.0,80.0,1.0
7861.png,24.0,9.0,28.0,3.0,37.0,27.0,1.0
7861.png,24.0,10.0,36.0,3.0,46.0,27.0,2.0
7861.png,24.0,12.0,47.0,1.0,59.0,25.0,10.0
7862.png,46.0,22.0,39.0,9.0,61.0,55.0,3.0
7862.png,46.0,13.0,63.0,7.0,76.0,53.0,1.0
7863.png,38.0,7.0,43.0,10.0,50.0,48.0,1.0
7863.png,38.0,8.0,48.0,10.0,56.0,48.0,2.0
7863.png,38.0,8.0,53.0,11.0,61.0,49.0,1.0
7864.png,21.0,8.0,20.0,3.0,28.0,24.0,4.0
7864.png,21.0,9.0,27.0,1.0,36.0,22.0,2.0
7865.png,28.0,12.0,41.0,11.0,53.0,39.0,4.0
